"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q2","299682700000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q3","295000700000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q4","292169400000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q1","288155100000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q2","288966300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q3","287555300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q4","287220300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q1","290064100000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q2","292369200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q3","293202100000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q4","294972300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q1","296475300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q2","296315600000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q3","298901900000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q4","298435900000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q1","299175500000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q2","301064600000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q3","300934900000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q4","303416500000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q1","296683200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q2","270526800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q3","291818700000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q4","302640500000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q1","305554200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q2","303688400000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q3","304061200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q4","307643100000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q1","310135400000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q2","313832200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q3","316877300000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q4","318279100000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q1","322531800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q2","325250200000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q3","325536800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q4","326570900000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2024-Q1","329429500000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2024-Q2","334452800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2024-Q3","337093800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2024-Q4","337310900000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2025-Q1","341720800000",""
"Brazil","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2025-Q2","342995500000",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1995-Q1","19494531365.3853",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1995-Q2","20282288862.3576",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1995-Q3","20503196598.7691",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1995-Q4","20410618265.312",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1996-Q1","21106650300.8795",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1996-Q2","22087578230.5104",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1996-Q3","21708157390.7939",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1996-Q4","21742913593.2923",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1997-Q1","22783868640.6687",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1997-Q2","24231466952.8561",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1997-Q3","24450863601.5047",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1997-Q4","24728939193.7528",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1998-Q1","25185818052.4304",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1998-Q2","26115073526.4235",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1998-Q3","27091186987.5946",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1998-Q4","26235646952.9005",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1999-Q1","27649357666.6944",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1999-Q2","28145052426.5985",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1999-Q3","29644720840.5798",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","1999-Q4","30205773815.4061",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2000-Q1","30202641178.5088",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2000-Q2","31211789657.2048",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2000-Q3","32318378928.4485",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2000-Q4","32786791988.1482",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2001-Q1","32508086456.0539",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2001-Q2","33202157352.7556",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2001-Q3","33255731913.0781",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2001-Q4","34266530085.2228",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2002-Q1","34260666571.109",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2002-Q2","34916618027.8771",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2002-Q3","35357061704.4568",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2002-Q4","36558033333.6931",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2003-Q1","34996372151.2305",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2003-Q2","35880675446.8242",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2003-Q3","35683415193.4385",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2003-Q4","38784213122.3136",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2004-Q1","37685677339.0087",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2004-Q2","38996301730.4407",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2004-Q3","38194131831.7686",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2004-Q4","40334763506.3699",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2005-Q1","39908835102.1295",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2005-Q2","41269086529.6338",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2005-Q3","40358870710.1642",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2005-Q4","42582848599.7285",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q1","42464980078.207",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q2","42766276388.2101",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q3","43172899541.3878",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2006-Q4","43901534107.5225",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q1","45871144532.4248",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q2","45298806032.6786",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q3","44175093975.4993",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2007-Q4","46110279317.4391",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q1","44613214731.4363",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q2","43680881946.1989",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q3","43658171406.0364",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2008-Q4","41366472356.4434",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q1","41429487595.996",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q2","41559966251.3921",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q3","41326967300.1236",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2009-Q4","40170374635.5839",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q1","41309327292.0178",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q2","41920327998.9606",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q3","42394795395.6891",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2010-Q4","41630612145.3324",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q1","42207143730.3562",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q2","43012064591.2726",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q3","42757463932.0245",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2011-Q4","41969301796.0518",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q1","41344404829.0954",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q2","43108202555.2628",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q3","42519093929.3246",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2012-Q4","42285941240.4225",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q1","41087904812.9322",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q2","42793616651.824",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q3","44985002669.329",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2013-Q4","44102832877.1266",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q1","45282711465.3677",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q2","46707916451.0567",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q3","48604681569.1099",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2014-Q4","48608593974.6775",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q1","58167867291.8905",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q2","56639134708.1579",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q3","60200655759.8447",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2015-Q4","60785787518.4873",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","56907339218.3254",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","56918539288.9419",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","59064292689.2518",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","65786359616.9793",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","61545889834.3948",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","61935152050.2755",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","68171002471.8584",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","71151957061.361",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","68137168771.2827",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","69121233449.8577",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","72500572062.3901",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","73251132000.5536",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","70737675985.9888",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","71986965708.6199",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","76864365350.537",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","77494852429.274",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","76859277105.7872",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","73756689716.7378",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","85885263777.1827",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","81835102328.8932",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","87860889192.3544",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","90523870505.9882",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","97712952803.9888",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","93994340117.1986",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","94353845089.8177",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","97401076895.3089",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","104821233273.61",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","101314025295.203",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","96657319607.6082",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","96591305747.3742",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","99889783464.828",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","94659788299.4187",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","94064084468.5344",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","94325094019.4664",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","103883301458.535",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","105606402696.827",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q1","112815659327.419",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q2","110417073834.492",""
"Ireland","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q3","114758046792.897",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1995-Q1","19678322923.3233",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1995-Q2","19866820913.3801",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1995-Q3","19966819436.5268",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1995-Q4","20297761700.0985",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1996-Q1","21127469354.9543",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1996-Q2","21633393186.9903",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1996-Q3","21334056559.687",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1996-Q4","21567240998.2056",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1997-Q1","22942585173.4487",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1997-Q2","23713057320.7405",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1997-Q3","23995551858.7544",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1997-Q4","24580501574.6092",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1998-Q1","25187592188.5018",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1998-Q2","25886260280.8965",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1998-Q3","26552430143.1439",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1998-Q4","26184517835.1705",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1999-Q1","27669431410.1214",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1999-Q2","27999756744.6456",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1999-Q3","28988494261.3398",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","1999-Q4","29890704715.1036",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2000-Q1","30253801733.391",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2000-Q2","31096139112.5346",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2000-Q3","31654540978.41",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2000-Q4","32087077525.4483",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2001-Q1","32748732086.2084",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2001-Q2","33081931263.4521",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2001-Q3","32883942000.5821",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2001-Q4","33417295220.4",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2002-Q1","34702525741.6195",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2002-Q2","34390768718.4029",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2002-Q3","35383550547.7418",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2002-Q4","35748454128.8671",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2003-Q1","35083960367.7594",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2003-Q2","35652732095.9637",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2003-Q3","35892590719.1001",""
"Ireland","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2003-Q4","38204789194.0932",""
