"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q1","49070680.17378003",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q2","-21939762.15098242",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q3","91742296.42127701",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q4","61392963.19625661",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q1","39832376.9936294",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q2","3074559.794570801",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q3","29493311.31361331",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q4","27559815.11691136",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","92081690.14084507",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","10986433.0130017",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","-40398209.23656929",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","90424793.31293103",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","91925397.3697575",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","43956773.6244197",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","-20528089.03538604",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","34726537.47869919",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","87458294.89208982",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","-55508180.13295188",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","-69492529.18246565",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q4","43201897.08577915",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q1","180582180.5230661",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q2","332627749.9347975",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q3","61459616.31758403",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q4","158672265.538033",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q1","227121059.9177083",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q2","86224562.13880103",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q3","-143359439.6869581",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q4","-148572026.7402213",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q1","-85312191.61385626",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q2","5774210.95823568",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q3","-29052963.63284266",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q4","-19024798.74175393",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","-160992789.7947865",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","31701304.75302891",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","191207286.1424949",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","226688849.1452815",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","122811575.1397567",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","402418604.6511626",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","-32991648.08855556",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","85217366.65296456",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","205305894.9333949",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","396434591.2130237",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","381137248.6012626",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","176510030.9904109",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","138666348.5385148",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","218472176.425961",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","-67047506.74211697",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","206136094.9477994",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","78799918.06946726",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","856945281.2412296",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","830950252.8652424",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","679934947.8669038",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","-225506170.2247341",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","67731339.41079423",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-18389799.34471726",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","8334711.273340757",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","-85662014.22515874",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","1980374.575510077",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","-248339823.8435447",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","-700621352.4523131",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","-729418551.6344769",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","-700888752.7904575",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","-736569805.3701754",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","-581646066.6772977",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","-479503580.3694526",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","-571803211.4432724",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","-200470957.6455509",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","-501847067.4730627",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","-405124944.2383973",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","762421855.0726703",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","279076408.9327749",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","-720510307.6389708",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","-1358149161.290387",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","-1048027382.001703",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","-1263224383.458747",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","-1693569075.685585",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","-1319153219.700173",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","-918670934.3258648",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","-187235596.431557",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","50068608.46798029",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","-136698313.5908497",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","-81313986.02327628",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","452937047.4333765",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","770948825.7765916",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","131482939.4325704",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","313115618.03222",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","861005615.2747435",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","373541709.1582191",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","412244244.8870933",""
"Nepal","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","1362065291.427139",""
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","-607.6537179429046","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","-1753.980607807193","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","-1484.132200144806","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","-5418.556402916153","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","-7292.798273018961","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","-5685.841711840743","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","-6605.775069350837","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","-7453.220099219807","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","-8055.853223720966","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","-6367.649664920484","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-6544.031305809972","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-5236.51214215075","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","-6396.431532932328","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","-5724.103097931036","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","-5042.26566963097","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","-4904.717723468253","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","-4343.526589998124","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","-3374.314642999355","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","-3695.803026354831","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","-5491.998261438077","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","-5877.338563253751","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","-4340.589635796357","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","-4005.61240049866","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","-2730.753429239147","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","-3892.288053289903","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","-4628.507683128816","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","-5657.042221338223","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","-4009.199338376709","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","-3014.74636436723","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","-976.9441891226866","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","-793.8512762417994","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","272.6682966302834","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","1908.382707063355","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","5133.559019206105","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","6407.297468036157","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","6002.598568629632","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","2531.327653422259","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","1067.489873424508","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","2232.740636530258","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","664.8839884201496","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","154.3296363716048","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","856.8044323504274","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","-1521.790326049784","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","-2243.162587469694","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","-3920.704612746879","Millions"
"Algeria","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","-6671.785103270683","Millions"
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","10472987269.30505",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","15161552558.40602",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","13781186445.57313",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","12707875312.94154",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","15046703296.7033",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","14950824175.82418",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","18264835164.83516",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","13737820512.82052",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","18331593406.59341",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","14970054945.05495",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","13174450549.45055",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","13984890109.89011",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","15801373626.37363",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","13179395604.3956",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","11649725274.72527",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","8779395604.395604",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","5376923076.923077",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","4801923076.923077",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","2700274725.274725",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","871703296.7032967",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","-2192307692.307692",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","-2456593406.593407",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-1913461538.461538",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-1707142857.142857",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","405219780.2197802",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","993131868.1318681",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","2195329670.32967",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","2831868131.868132",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","3305769230.769231",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","4592857142.857143",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","4238461538.461538",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","4515109890.10989",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","1934065934.065934",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","1492857142.857143",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","468131868.1318681",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","364835164.8351648",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","1033516483.516484",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","-2398351648.351648",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","-2328296703.296703",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","707417582.4175824",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","3223901098.901099",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","3907142857.142857",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","7731593406.593407",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","11456593406.59341",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","10269230769.23077",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","17254945054.94505",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","18855769230.76923",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","16737912087.91209",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","12074175824.17582",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","7967582417.582418",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","9396978021.978022",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","7013896417.563187",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","9278846153.846154",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","11308241758.24176",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","10114010989.01099",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","7183516483.516484",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","8703846153.846154",""
"Qatar","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","7484340659.340659",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q1","20894219014.49315",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q2","15444774768.35351",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q3","15859151608.64313",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q4","16795981255.80536",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q1","17216665112.53873",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q2","24707223784.38552",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q3","24024202204.77239",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q4","29507788586.66445",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q1","28741050913.60571",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q2","27456290656.06187",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q3","28870766600.74567",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q4","29616926530.43227",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q1","26013330915.65882",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q2","27652944127.7536",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q3","30543052334.36575",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q4","29917104054.51904",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q1","34216876363.11934",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q2","35927952855.65559",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q3","36046282880.38509",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q4","24499361929.32781",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q1","26946518404.65598",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q2","17611681432.03994",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q3","21451581853.57705",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q4","20210139064.05601",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q1","31174859030.52913",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q2","26523278446.3109",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q3","27547425308.2053",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q4","23615733106.97216",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q1","30218748880.72021",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q2","32188064750.68551",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q3","39201745404.64375",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q4","37771961018.03428",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q1","49387346191.2485",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q2","44151185907.84904",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q3","46416738141.42024",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q4","42038479334.12151",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","46181613112.78024",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","39495380724.60709",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","43576763192.78947",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","40868993053.77106",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","47234044937.30221",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","36271637294.6523",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","46962422919.60414",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","44204664201.53283",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","59251488170.70776",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","46568523833.89109",""
"Japan","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","58237258823.54207",""
